id;name;reference;price
9D1D5C1B511A4D4C9F0E7F6693E4AB28;XIAOMI POCOPHONE F1;https://www.phonehouse.es/movil/xiaomi/pocophone-f1-64gb-6gb-ram/opiniones.html;347.67
09CC59C2526242D4BBA3BF519B48C1EF;Apple iPhone Xr 64GB;https://static.phonehouse.es/res/autoimg/203338_spc_450_450_qhigh_product.jpg;859
AFE7B7A4754843C7AE1BBFBF71D089AC;Samsung Galaxy A6;https://static.phonehouse.es/res/autoimg/39987_spc_450_450_qhigh_product.jpg;199
